Metric,temp_3 (Â°C),SR (W/mt2),PM2.5 (Âµg/mÂ³),WS (m/s),PM10 (Âµg/mÂ³),NO2 (Âµg/mÂ³),AC POWER-3 (W),AC CURRENT-1 (A),AC VOLTAGE-3 (V),DC-Voltage,DC-Power,metric_date,metric_time,dust_conc
8/1/2023 0:00,50,5.9,153.3,0.52,153.3,11.94,0,0,0,451.1,0,2023-08-01,,137.988184496819
8/1/2023 0:15,50,5.4,134.7,0.4,134.7,8.93,0,0,0,451.1,0,2023-08-01,,144.261794316821
8/1/2023 0:30,50,5.8,134.7,0.35,134.7,13.95,0,0,0,451.1,0,2023-08-01,,146.875798408488
8/1/2023 0:45,50,5.6,134.7,0.36,134.7,13.16,0,0,0,451.1,0,2023-08-01,,146.352997590154
8/1/2023 1:00,50,6.2,134.7,0.42,134.7,8.34,0,0,0,451.1,0,2023-08-01,,143.216192680154
8/1/2023 1:15,50,6.1,107.4,0.33,107.4,15.13,0,0,0,451.1,0,2023-08-01,,147.921400045155
8/1/2023 1:30,50,6.4,107.4,0.54,107.4,10.3,0,0,0,451.1,0,2023-08-01,,136.942582860152
8/1/2023 1:45,50,6.1,107.4,0.35,107.4,3.65,0,0,0,451.1,0,2023-08-01,,146.875798408488
8/1/2023 2:00,50,6.3,107.4,0.51,107.4,8.17,0,0,0,451.1,0,2023-08-01,,138.510985315152
8/1/2023 2:15,50,6.9,99,0.82,99,11.38,0,0,0,451.1,0,2023-08-01,,122.304159946815
8/1/2023 2:30,50,6.8,99,0.7,99,2.84,0,0,0,451.1,0,2023-08-01,,128.577769766817
8/1/2023 2:45,50,5.7,99,0.26,99,9.42,0,0,0,451.1,0,2023-08-01,,151.581005773489
8/1/2023 3:00,50,5.9,99,0.36,99,4.19,0,0,0,451.1,0,2023-08-01,,146.352997590154
8/1/2023 3:15,50,6,82.6,0.37,82.6,4.85,0,0,0,451.1,0,2023-08-01,,145.830196771821
8/1/2023 3:30,50,5.7,82.6,0.42,82.6,3.71,0,0,0,451.1,0,2023-08-01,,143.216192680154
8/1/2023 3:45,50,5.9,82.6,0.6,82.6,5.67,0,0,0,451.1,0,2023-08-01,,133.805777950151
8/1/2023 4:00,50,6,82.6,0.48,82.6,11.14,0,0,0,451.1,0,2023-08-01,,140.079387770153
8/1/2023 4:15,50,5.8,71.3,0.41,71.3,11.14,0,0,0,451.1,0,2023-08-01,,143.738993498487
8/1/2023 4:30,50,5.9,71.3,0.59,71.3,9.98,0,0,0,451.1,0,2023-08-01,,134.328578768485
8/1/2023 4:45,50,5.8,71.3,0.5,71.3,10.79,0,0,0,451.1,0,2023-08-01,,139.033786133486
8/1/2023 5:00,50,6,71.3,0.4,71.3,18.79,0,0,0,451.1,0,2023-08-01,,144.261794316821
8/1/2023 5:15,50,6.1,72.2,0.75,72.2,13.06,0,0,0,451.1,0,2023-08-01,,125.963765675149
8/1/2023 5:30,50,6.2,72.2,0.64,72.2,14.58,0,0,0,451.1,0,2023-08-01,,131.714574676817
8/1/2023 5:45,50,6.7,72.2,0.31,72.2,16.84,0,0,0,451.1,0,2023-08-01,,148.967001681822
8/1/2023 6:00,50,10.8,72.2,0.38,72.2,15.19,74,0.92,246,451.1,230,2023-08-01,,145.307395953487
8/1/2023 6:15,50,17.9,72.9,0.27,72.9,10.46,273,1.87,245.9,451.1,539,2023-08-01,,151.058204955156
8/1/2023 6:30,50,25.6,72.9,0.29,72.9,7.77,530,2.28,246.1,451.1,868,2023-08-01,,150.012603318489
8/1/2023 6:45,50,34,72.9,0.46,72.9,10.13,828,3.54,245.9,451.1,1265,2023-08-01,,141.12498940682
8/1/2023 7:00,50,41.7,72.9,0.73,72.9,8.3,1206,5.03,246.8,451.1,1841,2023-08-01,,127.009367311816
8/1/2023 7:15,50,49.7,64.4,0.65,64.4,7.27,1700,7.06,247.4,451.1,2612,2023-08-01,,131.191773858484
8/1/2023 7:30,50,59.5,64.3,0.78,64.3,8.22,2377,9.76,247.8,451.1,3619,2023-08-01,,124.395363220149
8/1/2023 7:45,50,64.6,64.3,0.66,64.3,8.22,3113,12.7,249,451.1,4449,2023-08-01,,130.66897304015
8/1/2023 8:00,50,72.6,64.3,0.9,64.3,7.98,4028,16.35,249.7,451.1,5866,2023-08-01,,118.121753400147
8/1/2023 8:15,50,82.2,83.9,1,83.9,7.37,4939,20.03,250.4,451.1,7260,2023-08-01,,112.893745216813
8/1/2023 8:30,50,95.9,84.1,1.04,84.1,10.56,5753,23.42,249,451.1,8532,2023-08-01,,110.802541943479
8/1/2023 8:45,50,258.1,84.1,1,84.1,10.34,6249,25.57,248.1,451.1,9328,2023-08-01,,112.893745216813
8/1/2023 9:00,50,321,84.1,0.83,84.1,8.9,6548,26.69,248.6,451.1,9890,2023-08-01,,121.781359128481
8/1/2023 9:15,50,367.6,99.8,1.09,99.8,18.23,7944,31.47,256.5,451.1,11823,2023-08-01,,108.188537851811
8/1/2023 9:30,50,395.9,99.8,1.06,99.8,11.15,8816,35.34,253,451.1,13118,2023-08-01,,109.756940306812
8/1/2023 9:45,50,452,99.8,1.56,99.8,4.41,9215,37.65,247.7,451.1,13851,2023-08-01,,83.6168993901384
8/1/2023 10:00,50,441.3,99.8,1.74,99.8,3.47,10134,41.43,247.7,451.1,15680,2023-08-01,,74.206484660136
8/1/2023 10:15,50,406,94.9,1.24,94.9,4.24,10378,42.59,246.5,451.1,15648,2023-08-01,,100.346525576809
8/1/2023 10:30,50,484.2,94.9,1.11,94.9,7.79,10452,42.77,248,451.1,15688,2023-08-01,,107.142936215144
8/1/2023 10:45,50,539.1,94.9,1.14,94.9,5.21,11626,47.47,247.6,451.1,17617,2023-08-01,,105.574533760144
8/1/2023 11:00,50,525.8,94.9,1.34,94.9,6.72,4829,20.47,241.8,451.1,6880,2023-08-01,,95.1185173934746
8/1/2023 11:15,50,537.6,89,1.19,89,10.12,11376,46.93,245.8,451.1,17186,2023-08-01,,102.960529668477
8/1/2023 11:30,50,571.8,89,1.34,89,14.37,4841,20.59,239.9,451.1,9290,2023-08-01,,95.1185173934746
8/1/2023 11:45,50,586.3,89,1.15,89,17.46,11622,48.33,243.6,451.1,17785,2023-08-01,,105.051732941811
8/1/2023 12:00,50,566.3,89,1.31,89,16.01,12428,51.28,245.3,451.1,19051,2023-08-01,,96.686919848475
8/1/2023 12:15,50,500.7,92.8,0.83,92.8,18.05,12447,51.41,244.9,451.1,19160,2023-08-01,,121.781359128481
8/1/2023 12:30,50,599.6,92.8,0.99,92.8,20.4,12197,50.27,245.5,451.1,18886,2023-08-01,,113.416546035146
8/1/2023 12:45,50,396.4,92.8,0.92,92.8,19.77,7506,31.62,241,451.1,14899,2023-08-01,,117.07615176348
8/1/2023 13:00,50,550.8,92.8,0.94,92.8,18.41,11949,48.79,247.7,451.1,18575,2023-08-01,,116.030550126813
8/1/2023 13:15,50,576.5,107.9,1.22,107.9,20.34,11508,47.29,246.5,451.1,17784,2023-08-01,,101.392127213476
8/1/2023 13:30,50,579.2,107.9,1.1,107.9,17.81,11468,47.54,244.4,451.1,17802,2023-08-01,,107.665737033478
8/1/2023 13:45,50,617.6,107.9,1.3,107.9,17.77,10746,45.56,239.1,451.1,16671,2023-08-01,,97.2097206668085
8/1/2023 14:00,50,597.7,107.9,0.69,107.9,17.63,10383,44.21,238.4,451.1,16246,2023-08-01,,129.10057058515
8/1/2023 14:15,50,455.5,129.4,1.36,129.4,11.25,6692,28.91,235.3,451.1,10956,2023-08-01,,94.0729157568077
8/1/2023 14:30,50,510.2,129.4,1,129.4,6.46,10222,43.82,236.6,451.1,15931,2023-08-01,,112.893745216813
8/1/2023 14:45,50,540.1,129.4,0.91,129.4,5.21,9575,41.39,235.1,451.1,14944,2023-08-01,,117.598952581814
8/1/2023 15:00,50,505.7,129.4,1.13,129.4,14.03,8870,38.31,235.5,451.1,13905,2023-08-01,,106.097334578477
8/1/2023 15:15,50,410.4,135.7,1.15,135.7,11.38,8166,33.5,248.7,451.1,12872,2023-08-01,,105.051732941811
8/1/2023 15:30,50,442.1,135.7,1.36,135.7,6.86,8147,33.14,250.1,451.1,12712,2023-08-01,,94.0729157568077
8/1/2023 15:45,50,395.8,135.7,1.44,135.7,2.42,4046,16.62,248.9,451.1,5923,2023-08-01,,89.89050921014
8/1/2023 16:00,50,379.7,135.7,1.22,135.7,8.45,6739,27.41,251.3,451.1,10555,2023-08-01,,101.392127213476
8/1/2023 16:15,50,348.9,135.8,1.33,135.8,10.75,6121,24.78,252,451.1,9592,2023-08-01,,95.6413182118081
8/1/2023 16:30,50,303.4,135.8,1.12,135.8,9.88,5110,20.66,252.5,451.1,8004,2023-08-01,,106.620135396811
8/1/2023 16:45,50,132.5,135.8,0.92,135.8,14.18,3671,14.84,254.4,451.1,5300,2023-08-01,,117.07615176348
8/1/2023 17:00,50,110.1,135.8,1.17,135.8,18.98,3793,15.17,255.3,451.1,5777,2023-08-01,,104.006131305144
8/1/2023 17:15,50,118.7,140,1.28,140,10.29,3135,12.77,252.6,451.1,4816,2023-08-01,,98.2553223034754
8/1/2023 17:30,50,81.8,140,1.21,140,14.2,2207,8.95,253.9,451.1,3487,2023-08-01,,101.91492803181
8/1/2023 17:45,50,58.5,140,0.9,140,16.84,1477,6.57,239.4,451.1,2435,2023-08-01,,118.121753400147
8/1/2023 18:00,50,45.1,140,0.75,140,9.63,1041,4.59,242.9,451.1,1735,2023-08-01,,125.963765675149
8/1/2023 18:15,50,36.8,142.2,0.97,142.2,9.67,630,2.83,243.7,451.1,1067,2023-08-01,,114.462147671813
8/1/2023 18:30,50,19.2,142.2,0.92,142.2,16.55,127,1.12,242.8,451.1,310,2023-08-01,,117.07615176348
8/1/2023 18:45,50,10.7,142.2,1.38,142.2,16.73,39,1.06,243.7,451.1,148,2023-08-01,,93.0273141201408
8/1/2023 19:00,50,7.7,142.2,1.05,142.2,8.64,4,1.05,243.5,451.1,57,2023-08-01,,110.279741125145
8/1/2023 19:15,50,5.3,135.6,0.75,135.6,12.81,0,1,0,451.1,0,2023-08-01,,125.963765675149
8/1/2023 19:30,50,4.2,135.6,0.77,135.6,13.62,0,0,0,451.1,0,2023-08-01,,124.918164038482
8/1/2023 19:45,50,4.3,135.6,0.46,135.6,19.66,0,0,0,451.1,0,2023-08-01,,141.12498940682
8/1/2023 20:00,50,4.4,135.6,0.44,135.6,14.96,0,0,0,451.1,0,2023-08-01,,142.170591043487
8/1/2023 20:15,50,5,131.7,0.43,131.7,19.33,0,0,0,451.1,0,2023-08-01,,142.69339186182
8/1/2023 20:30,50,4.9,131.7,0.73,131.7,11.02,0,0,0,451.1,0,2023-08-01,,127.009367311816
8/1/2023 20:45,50,4.8,131.7,0.71,131.7,12.32,0,0,0,451.1,0,2023-08-01,,128.054968948483
8/1/2023 21:00,50,4.7,131.7,0.96,131.7,15.34,0,0,0,451.1,0,2023-08-01,,114.984948490146
8/1/2023 21:15,50,4.6,151,0.76,151,19.06,0,0,0,451.1,0,2023-08-01,,125.440964856816
8/1/2023 21:30,50,4.7,151,0.69,151,14.08,0,0,0,451.1,0,2023-08-01,,129.10057058515
8/1/2023 21:45,50,4.9,151,0.31,151,14.03,0,0,0,451.1,0,2023-08-01,,148.967001681822
8/1/2023 22:00,50,5.3,151,0.41,151,9.09,0,0,0,451.1,0,2023-08-01,,143.738993498487
8/1/2023 22:15,50,5,144,0.6,144,10.2,0,0,0,451.1,0,2023-08-01,,133.805777950151
8/1/2023 22:30,50,5.3,143.9,0.66,143.9,12.14,0,0,0,451.1,0,2023-08-01,,130.66897304015
8/1/2023 22:45,50,5.3,143.9,0.59,143.9,7.39,0,0,0,451.1,0,2023-08-01,,134.328578768485
8/1/2023 23:00,50,5.2,143.9,0.83,143.9,16.66,0,0,0,451.1,0,2023-08-01,,121.781359128481
8/1/2023 23:15,50,4.9,124.5,0.47,124.5,13.9,0,0,0,451.1,0,2023-08-01,,140.602188588486
8/1/2023 23:30,50,4.9,124.5,0.89,124.5,9.98,0,0,0,451.1,0,2023-08-01,,118.644554218481
8/1/2023 23:45,50,4.8,124.5,0.47,124.5,8.45,0,0,0,451.1,0,2023-08-01,,140.602188588486
8/2/2023 0:00,50,4.8,124.5,0.47,124.5,8.45,0,0,0,451.1,0,2023-08-02,,140.602188588486
8/2/2023 0:15,50,4.9,126.1,0.5,126.1,8.15,0,0,0,451.1,0,2023-08-02,,139.033786133486
8/2/2023 0:30,50,5.6,126.1,0.59,126.1,10.22,0,0,0,451.1,0,2023-08-02,,134.328578768485
8/2/2023 0:45,50,5.4,126.1,0.6,126.1,17.12,0,0,0,451.1,0,2023-08-02,,133.805777950151
8/2/2023 1:00,50,5.1,126.1,0.74,126.1,16.51,0,0,0,451.1,0,2023-08-02,,126.486566493483
8/2/2023 1:15,50,4.6,106,0.43,106,18.63,0,0,0,451.1,0,2023-08-02,,142.69339186182
8/2/2023 1:30,50,4.7,106,0.58,106,14.46,0,0,0,451.1,0,2023-08-02,,134.851379586818
8/2/2023 1:45,50,5,106,0.67,106,11.69,0,0,0,451.1,0,2023-08-02,,130.146172221817
8/2/2023 2:00,50,4.8,106,0.48,106,12.14,0,0,0,451.1,0,2023-08-02,,140.079387770153
8/2/2023 2:15,50,5,107.4,0.8,107.4,14.82,0,0,0,451.1,0,2023-08-02,,123.349761583482
8/2/2023 2:30,50,4.9,107.4,0.54,107.4,6.62,0,0,0,451.1,0,2023-08-02,,136.942582860152
8/2/2023 2:45,50,5,107.4,0.53,107.4,6.32,0,0,0,451.1,0,2023-08-02,,137.465383678485
8/2/2023 3:00,50,5.5,107.4,0.73,107.4,12.36,0,0,0,451.1,0,2023-08-02,,127.009367311816
